smiles
CC[C@H](C)[C@H](NC(=O)CNC(=O)[C@H](C)NC(=O)[C@H](C)NC(=O)[C@H](Cc1cnc[nH]1)NC(=O)[C@H](CC(N)=O)NC(=O)CNC(=O)[C@H](C)NC(=O)CNC(=O)[C@H](Cc1cnc[nH]1)NC(=O)[C@H](CC(C)C)NC(=O)[C@H](CC(C)C)NC(=O)[C@H](CCC(=O)O)NC(=O)[C@@H]1CCCN1)C(=O)N[C@@H](CC(C)C)C(=O)N[C@H](C(=O)N[C@@H](CC(C)C)C(N)=O)[C@@H](C)O
CCc1ccc(OCc2ccccc2NC(=O)c2ccc3nccnc3c2)cc1
CC(C)C[C@H](NC(=O)c1ccc(N)c(OCCc2c[nH]c3ccccc23)c1)C(=O)O
C[C@H]1CCC[C@@H](C)N1C(=O)NCCc1nc(-c2cccc(F)c2)cs1
CN(C)CCCN1c2ccccc2CCc2ccc(C#CCO)cc21
O=C1OC(N2C(=O)CC[C@H]2C(=O)Nc2ccc(F)c(F)c2)c2ccccc21
Cn1c2c(c3cc(O)ccc31)CCc1sccc1-2
Cc1c(C2=NS(=O)(=O)N(C)C(C(=O)Nc3ccc(Br)cc3)=C2)cnn1C
C=C1C[C@@H]2CC[C@@]34C[C@@H]5O[C@@H]6C(O[C@H]7CC[C@H](CC(=O)C[C@H]8[C@H](C[C@H]9O[C@@H](CC[C@@H]1O2)C[C@@H](C)C9=C)O[C@H](CC(=O)CO)[C@@H]8OC)O[C@@H]7[C@@H]6O3)[C@H]5O4
CCOc1nc2cccc(NC(=O)c3cccc(Cl)c3)c2n1Cc1ccc(-c2ccccc2-c2nnn[nH]2)cc1
C=C[C@H]1CN2CC[C@H]1C[C@@H]2[C@@H](OC(=O)c1cccs1)c1ccnc2ccccc12
FC(F)(F)c1cccc(OC2CCN(c3ccc(-n4ccnc4)nn3)CC2)c1
COC(=O)CN(c1ccc(Nc2ccnc(N3CCCC3)n2)cc1)S(=O)(=O)c1c(C)cc(C)cc1C
CCCN(CC(F)(F)F)C(=O)NC1CCN(c2ncnc3c2nc(-c2ccccc2Cl)n3-c2ccc(Cl)cc2)CC1
Cc1cc(N2CCN(C(=O)Nc3ccc(C(F)(F)F)cc3)CC2)nnc1Cl
CCN(CC)C(=O)c1sc(NC(=O)c2ccc3c(c2)OCO3)c(C#N)c1C
Oc1ccccc1NC(=S)Nc1ccc(Cl)c(Cl)c1
Cc1cc(-c2ccc(-c3ccccc3)cc2)n(O)c(=O)c1
O=C1c2ccccc2NC(c2ccccc2F)N1c1ccc(OCCn2c(-c3ccccc3)nc3ccccc32)cc1
COc1cc(NS(C)(=O)=O)ccc1Nc1c2ccccc2nc2cc(NS(C)(=O)=O)ccc12
CN(CCOCCO)Cc1csc(C(=O)Nc2ccc(Cl)cc2C(=O)Nc2ccc(Cl)cc2)c1Cl
Cc1nc2cccnc2n2c(-c3cc(OC4COCCC4O)ccc3Cl)nnc12
CCSc1nnc(SCC(=O)NNC(=O)c2ccccc2F)s1
C/C(=C\c1ccccc1)C(=O)CCN1CCOCC1
CN(C)CCCn1cc(CCN(C)C)c2c1C(=O)c1cnccc1C2=O
CC/N=C(/COc1cc(Cl)c(Cl)cc1Cl)NCC.Cl
CC(Oc1nc2c(c(Nc3ccc4c(c3)N(C)CCC4)n1)CCN(c1ncccc1C(F)(F)F)CC2)C1CC1
CN(C)CC(C)(C)COc1cccc(-c2sc(Nc3cccnc3Oc3ccccc3C(C)(C)C)nc2C(F)(F)F)c1
Cc1ccncc1-c1cccc2c(-c3ccccc3)noc12
CCCNc1ncc(-c2ccc(Oc3ncc(NC(=O)Nc4cc(F)ccc4F)cn3)cc2)s1
